Financial Year,Offence Month,Inf No,Face Value,Infringement Type,Offence Description,Location Details
2005/06,Apr,91,27300,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2005/06,Apr,87,26100,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2005/06,Apr,185,55500,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD(11) CARLINGFORD SOUTHBOUND
2005/06,Apr,209,62700,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2005/06,Apr,43,12900,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MAIN ROAD (503) GLENDALE EASTBOUND
2005/06,Mar,295,88500,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,NEW SOUTH HEAD ROAD (144) DOUBLE BAY WESTBOUND
2005/06,Mar,351,105300,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2005/06,Mar,88,26400,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DONALD STREET (512) HAMILTON WESTBOUND
2005/06,Mar,18,5400,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2005/06,Mar,85,25500,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (84) SYLVANIA HEIGHTS NORTHBOUND
2005/06,Mar,130,39000,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,GOULBURN STREET (119) SYDNEY EASTBOUND
2005/06,Feb,118,35400,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,WOODVILLE ROAD(15) GUILDFORD NORTHBOUND
2005/06,Feb,124,37200,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2005/06,Jan,124,37200,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (84) SYLVANIA HEIGHTS NORTHBOUND
2005/06,Jan,84,25200,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ERNEST STREET(158) CAMMERAY EASTBOUND
2005/06,Jan,59,17700,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,O'RIORDAN STREET (162) MASCOT SOUTHBOUND
2005/06,Feb,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,GEORGES RIVER ROAD (136) CROYDON PARK WESTBOUND
2005/06,Dec,438,131400,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,WARRINGAH FWY/FALCON ST (70) NORTH SYDNEY NORTHBOUND
2005/06,Dec,64,19200,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,O'RIORDAN STREET (162) MASCOT SOUTHBOUND
2005/06,Oct,102,30600,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,GEORGES RIVER ROAD (136) CROYDON PARK WESTBOUND
2005/06,Oct,105,31500,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2005/06,Oct,122,36600,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,GOULBURN STREET (119) SYDNEY EASTBOUND
2005/06,Oct,31,9300,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BUNGARRIBEE ROAD (153) BLACKTOWN EASTBOUND
2005/06,Oct,41,12300,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ERNEST STREET(158) CAMMERAY EASTBOUND
2005/06,Oct,43,12900,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS ROAD (607) PORT KEMBLA NORTHBOUND
2005/06,Sep,8,2400,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2005/06,Sep,2,600,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2005/06,Dec,31,9300,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2005/06,Sep,5,1500,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2005/06,Sep,2,600,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2005/06,Sep,3,900,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SUNNYHOLT ROAD (109) BLACKTOWN SOUTHBOUND
2005/06,Feb,62,18600,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS ROAD (607) PORT KEMBLA NORTHBOUND
2005/06,Jan,30,9000,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ARTHUR STREET (122) STRATHFIELD EASTBOUND
2007/08,Apr,4,1272,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2007/08,Mar,19,6042,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2007/08,Nov,6,1908,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CHURCH STREET (74) RYDE SOUTHBOUND
2007/08,Nov,4,1272,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2007/08,Nov,4,1272,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HAMILTON ROAD (152) FAIRFIELD WESTBOUND
2007/08,Aug,7,2226,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2007/08,Jun,10,3180,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2007/08,Jan,14,4452,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,DONALD STREET (512) HAMILTON WESTBOUND
2007/08,Jul,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2007/08,May,14,4452,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2007/08,Sep,5,1590,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2007/08,Sep,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,SPRINGHILL ROAD (600) CONISTON EASTBOUND
2007/08,Apr,5,1590,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2007/08,Dec,9,2862,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,WINDSOR ROAD (99) BAULKHAM HILLS SOUTHBOUND
2007/08,Apr,240,76320,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2007/08,Apr,136,43248,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2007/08,Apr,274,87132,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2007/08,Mar,86,27348,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2007/08,Dec,448,142464,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (2) FOREST LODGE EASTBOUND
2007/08,Nov,310,98580,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2007/08,Nov,83,26394,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ERNEST STREET(158) CAMMERAY EASTBOUND
2007/08,Nov,88,27984,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FREDERICK ST ASHFIELD SOUTHBOUND
2007/08,Dec,49,15582,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DONALD STREET (512) HAMILTON WESTBOUND
2007/08,Nov,104,33072,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2007/08,Feb,140,44520,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FAIRLIGHT STREET (137) FIVE DOCK EASTBOUND
2007/08,Jan,59,18762,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,WINDANG ROAD (602) WINDANG NORTHBOUND
2007/08,Oct,34,10812,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2007/08,Oct,78,24804,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HAMILTON ROAD (152) FAIRFIELD WESTBOUND
2007/08,Oct,90,28620,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE SOUTHBOUND
2007/08,Oct,51,16218,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2007/08,Jul,111,35298,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2007/08,Jul,72,22896,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PITTWATER ROAD (81) BROOKVALE SOUTHBOUND
2007/08,Oct,20,6360,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SPRINGHILL ROAD (600) CONISTON EASTBOUND
2007/08,Sep,116,36888,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2007/08,Jul,24,7632,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,NEWTON ROAD (156) BLACKTOWN WESTBOUND
2007/08,Jun,219,69642,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2007/08,Jun,51,16218,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2007/08,Jun,7,2226,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2007/08,May,79,25122,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2007/08,May,68,21624,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2007/08,Jan,49,15582,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2007/08,Jan,82,26076,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DONALD STREET (512) HAMILTON WESTBOUND
2007/08,Jan,23,7314,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MILITARY ROAD (126) MOSMAN WESTBOUND
2007/08,Sep,59,18762,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,WARDELL ROAD (160) DULWICH HILL NORTHBOUND
2007/08,Sep,161,51198,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MILITARY ROAD (111) CREMORNE (Z) SOUTHBOUND
2007/08,Sep,80,25440,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PITTWATER ROAD (81) BROOKVALE SOUTHBOUND
2007/08,May,4,1272,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2007/08,Dec,99,31482,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MILITARY ROAD (126) MOSMAN WESTBOUND
2007/08,Dec,45,14310,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,WARDELL ROAD (160) DULWICH HILL NORTHBOUND
2007/08,Dec,83,26394,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BUNGARRIBEE ROAD (153) BLACKTOWN EASTBOUND
2007/08,Sep,43,13674,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,WINDANG ROAD (602) WINDANG NORTHBOUND
2007/08,Apr,42,13356,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2007/08,Dec,36,11448,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2007/08,Dec,111,35298,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MILITARY ROAD (111) CREMORNE (Z) SOUTHBOUND
2007/08,Dec,30,9540,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SPRINGHILL ROAD (600) CONISTON EASTBOUND
2007/08,Nov,13,5161,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,MILITARY ROAD (111) CREMORNE (Z) SOUTHBOUND
2007/08,Jul,1,397,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,PRINCES HIGHWAY BULLI (Z) SOUTHBOUND
2008/09,Jun,23,9315,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,Dec,8,3240,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,May,16,6480,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,Sep,38,15390,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,May,2,810,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Corporation,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2008/09,May,5,1620,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2008/09,Oct,6,1944,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL SOUTHBOUND
2008/09,Apr,4,1296,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2008/09,Mar,3,972,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,GEORGES RIVER ROAD (136) CROYDON PARK WESTBOUND
2008/09,Feb,6,1944,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2008/09,Jun,2,648,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2008/09,Oct,2,648,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BOURKE STREET (128) ZETLAND EASTBOUND
2008/09,Jan,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY (84) SYLVANIA HEIGHTS NORTHBOUND
2008/09,Aug,10,3240,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,FAIRLIGHT STREET (137) FIVE DOCK EASTBOUND
2008/09,Aug,4,1296,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2008/09,Jul,2,648,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PACIFIC HIGHWAY (505) GATESHEAD SOUTHBOUND
2008/09,Jun,210,68040,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2008/09,May,111,35964,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2008/09,May,45,14580,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2008/09,Apr,227,73548,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2008/09,Jan,66,21384,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FREDERICK ST ASHFIELD SOUTHBOUND
2008/09,Jan,236,76464,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2008/09,Jan,64,20736,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KINGSWAY (85) WOOLOOWARE WESTBOUND
2008/09,Dec,46,14904,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FREDERICK ST ASHFIELD SOUTHBOUND
2008/09,Dec,43,13932,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER EASTBOUND
2008/09,Dec,13,4212,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG EASTBOUND
2008/09,Nov,194,62856,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,WINDSOR ROAD (99) BAULKHAM HILLS SOUTHBOUND
2008/09,Apr,97,31428,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BEXLEY ROAD (49) CLEMTON PARK NORTHBOUND
2008/09,Oct,62,20088,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL SOUTHBOUND
2008/09,Nov,19,6156,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG EASTBOUND
2008/09,Nov,35,11340,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2008/09,Nov,22,7128,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DAVIES ROAD(25) PADSTOW SOUTHBOUND
2008/09,Oct,76,24624,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (96) WEST CABRAMATTA NORTHBOUND
2008/09,Oct,26,8424,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2008/09,Oct,75,24300,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2008/09,Oct,150,48600,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,STONEY CREEK ROAD (140) PEAKHURST WESTBOUND
2008/09,Oct,20,6480,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SPRINGHILL ROAD (600) CONISTON EASTBOUND
2008/09,Mar,290,93960,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2008/09,Mar,67,21708,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2008/09,Feb,228,73872,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2008/09,Feb,74,23976,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2008/09,Sep,147,47628,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2008/09,Sep,207,67068,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FAIRLIGHT STREET (137) FIVE DOCK EASTBOUND
2008/09,Sep,20,6480,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS ROAD (607) PORT KEMBLA NORTHBOUND
2008/09,Aug,327,105948,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2008/09,Aug,4,1296,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,GLEBE ROAD (508) ADAMSTOWN EASTBOUND
2008/09,Jul,21,6804,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2008/09,Jul,393,127332,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2008/09,Jul,172,55728,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,STONEY CREEK ROAD (140) PEAKHURST WESTBOUND
2008/09,Jul,57,18468,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2009/10,Mar,20,8440,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2010/11,Aug,4,1376,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2010/11,Dec,5,1720,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2010/11,Nov,296,101824,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE SOUTHBOUND
2010/11,Nov,96,33024,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BOURKE STREET (128) ZETLAND EASTBOUND
2010/11,Dec,57,19608,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BEXLEY ROAD (49) CLEMTON PARK NORTHBOUND
2010/11,Oct,70,24080,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2010/11,Oct,45,15480,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2010/11,Sep,79,27176,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BROADWAY(35) ULTIMO WESTBOUND
2010/11,Jul,126,43344,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BOURKE STREET (128) ZETLAND EASTBOUND
2010/11,Jul,99,34056,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2009/10,Jun,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ANZAC PARADE (92) KENSINGTON NORTHBOUND
2009/10,Feb,8,2704,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Apr,2,676,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Nov,3,1014,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,BROADWAY(35) ULTIMO WESTBOUND
2009/10,Nov,6,2028,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Nov,13,4394,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CHURCH STREET (74) RYDE SOUTHBOUND
2009/10,Aug,2,676,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2009/10,Jun,215,72670,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2009/10,May,223,75374,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BROADWAY(35) ULTIMO WESTBOUND
2009/10,Jun,9,3042,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,LANE COVE ROAD (61) RYDE EASTBOUND
